ActualFlightTime,ActualTotalFuel,FLownPassengers,BagsCount,FlightBagsWeight
152,6562,177,58,760
150,6267,164,29,380
190,8300,186,55,710
88,3880,152,49,637
137,6210,184,48,620
90,4150,168,73,500
60,2750,176,21,270
59,2690,175,19,250
125,5700,177,114,1480
31,1519,143,10,130
160,6943,170,30,390
132,5315,161,16,210
155,6820,186,54,710
139,5778,160,15,200
136,6160,181,50,650
106,4900,172,25,330
120,4884,163,22,290
118,4870,167,13,170
111,5070,181,42,550
127,5331,158,31,410
158,7010,181,35,460
154,6630,178,49,640
89,3850,183,10,130
193,8303,182,34,440
139,6353,176,38,490
96,4320,179,28,360
160,7152,184,97,1270
104,4850,182,28,360
109,4980,179,26,340
112,4870,158,18,230
134,5650,162,17,220
194,8236,180,38,40
57,2621,168,30,390
62,2850,172,28,490
54,2490,188,54,700
87,3492,165,38,25
116,4810,172,38,490
100,4570,174,38,490
151,6702,184,35,460
124,5292,180,28,360
164,6960,184,93,1210
96,4090,183,62,810
165,6721,176,47,490
232,10031,174,101,1310
121,4951,173,42,550
89,3631,173,49,640
149,6530,181,53,690
270,11271,187,93,1219
41,2380,171,40,520
97,4120,149,18,1480
138,5850,173,69,900
87,3610,160,38,490
82,3800,185,47,610
191,8195,175,64,840
229,10080,181,82,1070
93,4340,181,42,550
172,7580,175,45,690
144,6102,182,34,430
135,6210,169,51,663
236,10467,166,72,940
105,4360,182,80,1040
158,6993,180,69,900
101,4476,175,30,390
60,2750,182,5,70
72,3210,175,9,120
72,3520,175,13,170
71,3201,167,16,210
156,6120,177,82,1170
68,2900,143,16,210
63,2798,175,18,230
72,3215,154,22,290
108,4780,155,34,440
127,5370,169,45,590
85,3970,168,18,230
147,5920,181,45,585
140,5920,186,98,1270
159,7537,177,108,1409
100,4186,183,19,250
134,5810,181,29,380
70,3020,177,17,220
56,2960,162,7,90
75,3614,181,16,210
76,3310,178,1,10
45,2300,164,14,190
81,4130,180,38,490
99,3890,159,24,310
54,2910,163,16,210
73,3200,168,9,120
134,5560,177,36,460
117,5170,181,59,770
103,4140,178,80,1040
99,4180,179,19,250
57,2450,172,61,790
54,2370,179,69,900
48,2310,167,49,630
76,3360,178,10,130
105,4350,167,19,250
51,2220,174,18,230
51,2270,181,8,850
92,4240,178,38,490
160,7050,179,38,490
107,4610,182,119,1549
192,8140,182,104,1349
42,1930,183,17,220
185,8057,189,82,1069
118,5297,181,16,210
123,5483,175,17,220
123,5730,180,22,290
120,5520,184,32,420
113,4860,176,28,364
62,2610,178,38,490
115,4980,178,113,1470
156,6910,188,120,1560
188,7923,174,67,870
87,4000,181,59,770
172,7250,171,36,470
69,3420,180,41,530
144,5800,181,68,880
145,6440,185,77,460
125,5380,177,85,490
44,2200,175,17,220
45,2160,181,17,230
178,7700,188,83,1080
154,6494,172,63,820
92,3909,107,8,100
83,3720,175,63,820
89,3720,133,12,160
83,4220,175,40,520
75,3160,185,28,360
140,5990,166,30,390
149,6740,185,84,1100
158,7130,184,74,960
96,3980,154,4,50
128,5870,179,60,780
72,3000,173,17,220
134,5420,177,35,459
144,6620,176,50,650
122,5605,179,116,1516
225,9831,189,45,590
114,4884,182,8,110
56,2660,167,22,290
70,3150,180,30,390
140,6408,185,45,590
68,3170,152,12,160
137,6080,178,98,700
148,6800,188,146,1899
68,3300,182,38,490
138,6020,173,59,640
95,3900,173,35,460
98,4000,172,17,220
76,3370,153,34,440
102,4340,180,28,360
141,5986,180,62,810
117,4700,177,72,380
54,2290,160,21,280
140,6090,175,53,690
133,5660,174,33,430
78,3500,156,38,490
122,5230,184,19,250
140,6030,181,28,370
78,3570,181,11,140
75,3360,184,34,440
81,3410,180,33,430
82,3650,181,18,230
100,4620,173,20,260
80,3640,158,67,870
80,3380,155,20,260
53,2245,172,7,90
84,3780,180,32,410
39,1810,162,22,290
184,7960,180,74,970
75,3340,170,14,180
70,3158,180,23,300
194,8811,181,107,1390
134,5970,185,37,480
127,5651,183,35,494
89,4230,177,15,200
125,5360,181,37,490
142,6217,179,33,430
80,3350,176,55,720
142,5840,181,68,880
106,4890,175,61,790
75,3540,159,17,220
120,4940,181,104,1340
67,3130,169,19,250
93,4410,164,31,400
87,3940,161,38,490
114,4681,172,39,510
134,5670,184,55,720
128,5730,180,42,530
63,3079,172,10,130
82,3542,160,12,160
162,7170,180,40,520
84,3520,170,38,490
43,1900,173,15,195
97,4326,164,62,810
164,6920,178,26,340
88,3780,132,11,140
54,2500,176,17,221
62,2880,159,14,180
68,2890,175,9,120
39,1510,173,38,490
138,5790,167,59,770
105,4360,173,84,1090
81,2700,173,38,490
106,4585,160,13,170
69,3060,166,11,150
62,2940,173,10,130
77,3550,164,24,312
94,3860,180,38,490
60,2663,173,5,89
114,4950,161,48,620
107,4540,173,36,470
86,3510,180,50,490
115,4671,175,85,1105
150,6500,170,23,299
93,4380,174,50,650
107,4310,171,40,520
68,3090,182,57,390
111,4780,169,24,310
91,3960,171,29,380
38,1830,176,54,702
43,1890,179,76,990
36,1560,169,34,442
118,5383,183,33,430
109,4720,169,55,715
37,1791,179,42,546
110,4800,170,29,380
156,6780,178,45,590
69,3110,175,26,340
65,2660,162,12,160
57,2902,180,10,130
66,2800,186,31,400
73,2950,164,20,260
95,3960,167,38,490
39,1910,167,27,350
103,4426,157,10,130
37,1900,177,12,150
85,3780,180,17,221
131,5836,173,98,1280
188,8350,189,48,630
97,4080,143,36,470
73,3400,181,57,250
123,4920,183,36,470
128,5528,163,25,330
67,2800,182,38,490
152,6330,172,58,750
74,3040,180,19,240
102,4110,163,37,490
90,3720,172,49,640
104,3960,168,45,580
234,10177,186,81,1060
78,3800,179,18,231
82,3720,171,47,611
114,5070,178,68,880
121,5315,174,69,900
170,7920,172,55,720
136,5846,179,89,1160
169,6890,147,37,490
153,6560,188,40,520
173,7519,171,47,610
90,3930,184,13,170
138,5930,185,56,730
125,5130,173,43,560
243,9780,180,38,490
36,1610,148,4,50
70,3200,155,21,273
143,5900,177,27,340
141,6430,186,40,520
151,6779,179,83,1080
160,7007,176,38,18
83,3640,167,19,250
147,6508,179,37,480
93,4330,182,31,400
100,4100,178,18,230
78,3540,163,44,570
98,4123,138,16,210
125,5190,151,12,160
221,9455,178,38,490
200,8610,178,38,490
150,6460,180,39,510
103,4480,172,78,1020
198,8489,181,47,610
141,6100,179,26,330
89,3784,184,67,560
102,4020,184,92,780
131,5485,183,38,490
55,2410,169,18,230
151,6885,181,53,690
131,5716,179,27,350
132,5440,179,38,490
152,6912,186,47,672
123,5550,186,24,352
35,1660,154,6,80
72,3310,173,50,650
75,3447,178,26,350
252,10829,187,123,1600
151,6600,177,84,570
156,6780,179,62,810
102,4320,174,57,750
60,2600,166,22,290
56,2690,180,23,300
139,6440,180,37,490
193,8350,184,40,520
198,8444,184,54,810
91,3740,165,27,350
89,3600,156,24,310
151,6290,175,75,980
181,7773,181,44,570
87,3790,178,26,340
76,3490,156,45,580
99,4220,182,25,330
107,4790,179,41,530
46,2200,153,6,80
193,8277,170,89,1160
140,6244,180,41,530
94,4244,185,127,1650
34,1650,172,20,260
75,3083,162,45,590
60,2610,161,6,78
258,11428,183,99,1290
130,5504,182,73,870
75,3400,177,47,170
85,3400,176,26,340
92,3770,180,20,260
67,3060,169,10,130
73,3170,171,12,270
94,4050,166,15,200
211,9279,176,94,1220
59,2540,159,21,280
56,3084,188,17,220
60,2820,175,18,240
111,4790,176,89,1160
36,1710,165,38,3
74,3070,178,26,340
76,3390,183,12,160
86,3840,178,5,60
197,8381,181,80,1030
158,6575,179,38,490
80,3490,176,17,220
55,2420,179,11,140
52,2540,158,20,260
50,2410,181,30,390
111,5090,179,25,330
81,3654,168,12,150
108,4400,151,9,120
111,4640,172,15,200
60,2650,175,38,490
164,7070,178,54,700
190,8540,179,105,1370
189,7880,174,116,1510
46,2070,177,36,470
116,5090,183,67,870
76,3430,182,55,180
84,3610,151,9,120
139,5560,175,38,490
155,6610,183,114,1490
139,6100,177,57,740
134,6199,180,68,880
59,2650,150,6,80
80,3600,158,21,270
113,4760,176,19,240
103,4190,167,12,150
86,4320,182,29,380
28,1597,164,4,50
82,3630,149,14,180
115,5130,179,24,310
85,3580,183,20,260
81,3640,183,53,690
135,5527,175,91,1180
93,4100,182,32,410
39,1752,171,14,170
178,7840,184,93,1210
111,5030,172,15,200
117,4800,182,45,590
48,2436,172,8,100
47,2340,173,13,170
237,10600,183,122,490
127,5983,186,38,490
75,3570,168,20,260
64,2900,178,39,510
100,4500,167,21,270
92,4000,183,21,270
129,5650,186,80,490
134,6254,186,50,650
197,8744,172,115,1495
189,8280,162,57,740
96,4170,184,18,230
86,3920,180,29,380
130,5680,183,80,510
65,3143,179,31,400
167,7000,172,99,1289
106,4360,166,42,540
84,3760,178,31,410
108,4740,180,82,1070
119,4880,178,64,830
75,3161,168,38,490
102,4510,175,77,1001
86,3850,175,46,100
93,3960,165,19,250
138,5931,177,62,810
180,7760,174,124,740
82,3646,183,38,490
78,3340,179,52,680
230,10018,169,75,980
112,5180,164,53,689
118,5040,183,37,480
227,10426,176,83,1080
94,4300,173,48,620
128,5520,174,52,680
123,5790,185,25,330
123,5110,182,34,440
66,2790,171,21,280
106,4740,177,38,494
76,3243,162,27,350
146,6160,172,100,830
129,5487,177,41,530
104,4600,181,13,170
116,4950,174,36,470
70,3020,185,16,210
58,2726,106,23,300
71,3223,183,135,1234
176,7329,169,59,770
147,6370,183,56,730
141,5740,176,66,860
100,6770,143,38,490
118,5190,177,25,330
91,3820,183,55,720
66,3300,173,9,120
46,2228,173,13,170
140,5569,177,47,610
89,4082,163,37,480
152,6426,184,69,900
113,4600,154,38,490
146,6190,165,32,420
116,4750,150,28,360
106,3300,180,38,490
76,3530,178,18,230
100,4420,183,40,520
44,2380,183,19,250
81,3590,171,28,360
97,4460,178,25,330
127,5070,151,22,280
146,6500,186,95,1240
207,8860,171,37,480
38,1780,178,10,130
43,2070,179,15,200
13,635,173,38,490
106,4600,168,20,260
150,6308,158,84,1100
137,5990,159,102,1330
52,2560,177,40,240
118,5210,172,39,510
107,4420,173,46,600
38,1840,163,38,494
157,6610,187,84,1090
76,3060,151,24,310
146,6100,163,60,790
47,2150,171,49,637
55,2644,176,24,320
54,2660,174,18,230
110,5040,174,22,290
64,2730,167,16,210
89,4270,185,11,140
141,5814,161,19,250
97,3955,175,43,560
122,5500,162,38,490
118,5019,169,38,490
63,2676,173,18,230
141,6041,184,91,730
29,1570,147,20,490
35,1510,174,56,728
40,2078,178,50,260
36,1780,172,68,884
89,3900,183,58,750
59,2570,173,24,310
67,3120,182,12,160
65,2980,139,19,250
39,1920,173,62,806
43,1950,180,39,507
64,2730,167,10,130
90,3940,169,58,260
207,9011,179,28,360
145,6040,163,52,680
248,10726,182,77,1010
106,4660,175,44,570
54,2984,182,10,130
155,6671,178,83,1080
106,4870,180,23,299
79,3450,180,38,490
30,1540,181,47,610
45,2220,153,18,230
118,4840,171,56,730
95,4222,159,45,590
90,3770,167,33,430
112,4460,173,38,490
156,6210,184,117,1530
105,4840,178,72,940
55,2430,178,41,530
141,6132,183,33,430
143,6340,183,30,390
154,6780,169,32,420
130,5600,178,71,923
113,4649,185,42,550
151,6140,178,63,820
119,5447,175,16,210
78,3470,178,59,490
75,3324,168,15,200
109,4330,170,40,490
118,4760,136,27,350
123,5293,184,20,260
33,1700,156,7,90
142,6381,181,59,760
111,4810,173,29,380
136,5546,142,58,750
114,4884,175,26,340
117,4916,179,35,460
97,4260,179,20,260
148,6431,172,27,350
107,5140,182,37,480
152,6485,170,24,310
172,7297,170,34,450
225,10100,180,38,31
223,9578,186,61,790
150,6620,175,28,360
205,9012,169,129,1680
186,8258,185,34,440
81,3210,160,21,270
83,3378,171,44,570
73,3040,160,33,430
147,5921,182,34,440
161,6866,186,31,400
145,6180,169,23,339
142,6550,181,38,490
84,4120,173,19,250
95,4600,180,46,600
118,4810,183,105,490
69,3320,177,23,300
77,3650,148,20,260
261,11256,179,93,1210
138,6000,186,43,580
127,5570,182,43,410
60,2571,181,80,440
90,3500,151,17,220
173,7470,186,62,800
131,5760,173,45,590
69,3250,170,15,200
150,6407,150,30,390
57,2800,184,61,790
153,6760,180,38,490
142,6159,185,75,970
78,3530,159,43,560
125,5300,166,21,270
99,4176,167,35,460
110,4590,179,39,510
98,4220,174,49,637
131,5540,167,42,550
60,2479,152,23,300
86,3640,170,51,660
105,4590,185,51,810
101,4150,170,23,299
84,3940,166,2,26
155,6370,181,52,680
71,3240,171,16,210
143,5980,177,68,884
137,6100,189,34,440
81,3450,170,21,270
240,10100,179,90,1170
72,3160,173,11,140
104,4612,174,69,890
63,2993,181,18,230
78,3483,177,22,290
59,2800,159,28,370
57,2660,179,22,290
55,2760,179,14,180
43,1920,151,5,70
47,2200,157,4,50
55,2620,165,30,390
47,2220,182,19,250
81,3590,183,18,246
123,5600,184,126,1640
91,3830,148,19,250
36,1730,162,5,70
34,1610,169,24,310
241,10358,180,120,1560
111,4630,186,59,770
181,7932,183,39,510
146,6372,170,20,260
48,2127,183,17,230
137,5680,167,38,490
126,5360,177,50,650
176,4807,150,13,170
113,4760,165,28,360
92,3920,163,38,490
51,2667,181,20,260
304,12534,180,45,590
170,7160,171,72,940
71,2950,171,27,350
89,3890,172,49,130
63,2530,179,24,310
193,8130,178,80,1050
87,3770,171,15,200
89,4130,178,16,210
78,3590,161,12,160
80,3420,175,8,100
78,3600,187,22,290
117,5420,177,40,520
106,4870,167,72,940
175,7891,168,38,490
238,10350,180,113,940
113,4870,160,41,530
132,5868,180,70,910
240,10700,182,101,1310
170,7530,185,104,1360
131,5659,169,23,300
71,3158,170,23,300
118,4940,178,23,303
84,3570,170,33,430
211,9841,168,96,1250
155,6911,180,36,468
151,6380,174,53,689
148,6231,176,42,550
229,10010,182,99,1287
123,5410,171,23,300
34,1420,168,12,160
31,1300,156,22,290
135,6030,175,51,663
218,9537,175,56,730
74,3370,182,80,520
82,3400,179,16,210
65,3047,174,24,320
132,5630,178,49,640
118,5179,167,32,420
135,5869,177,51,670
160,7192,185,80,1040
100,4508,168,24,310
141,5910,183,30,390
59,2710,168,19,250
36,1770,165,6,80
66,3179,179,10,130
63,2760,171,37,480
155,6721,172,32,420
231,10199,168,95,1240
256,11115,183,117,910
239,9936,174,64,830
129,5400,182,43,560
129,5200,177,20,260
117,4980,175,26,340
147,6400,181,47,610
150,6900,181,18,230
113,4670,173,16,210
108,4570,171,55,720
52,2280,163,32,420
84,3920,178,28,360
64,2990,178,41,530
91,3930,179,51,670
177,7568,181,50,660
83,3510,156,27,350
167,7292,167,70,910
158,6961,180,64,830
70,3018,169,38,490
87,3300,166,8,100
42,1860,181,28,360
50,2426,189,25,330
60,2694,172,36,470
83,3832,174,20,260
70,3210,182,27,350
159,6816,186,43,560
110,4750,178,15,190
109,4910,181,85,1110
91,4250,185,32,420
87,3940,181,38,490
155,6907,175,31,400
99,4281,179,74,520
72,3380,179,5,70
133,5880,182,62,810
91,3968,171,31,400
68,2940,175,33,430
63,2752,169,13,170
115,4962,185,16,210
128,5618,170,49,640
57,2840,166,24,320
94,3705,156,37,480
57,2810,182,9,110
63,2860,183,38,490
40,1980,174,7,90
36,1850,171,4,50
94,3150,173,38,490
109,4760,180,38,500
166,5400,173,38,490
75,3442,167,46,130
64,2940,169,26,388
95,4230,183,77,1000
66,3050,182,12,156
77,3740,182,23,300
48,2440,172,38,490
48,2420,168,17,220
56,2590,172,32,416
54,2480,183,25,330
67,3170,178,20,260
122,5060,164,119,1550
38,1982,176,80,1040
86,4120,166,40,520
41,2000,185,67,871
37,1820,161,3,40
63,2900,166,25,310
170,7442,182,74,960
42,1870,177,45,585
127,5140,180,62,809
71,3420,124,39,510
107,4730,165,40,520
42,2010,179,22,286
42,1930,178,96,1248
99,4254,181,22,290
82,3596,164,31,400
156,6440,181,95,1235
166,6940,174,71,920
175,7170,183,38,490
98,4126,174,19,250
39,1840,167,10,130
239,10375,183,71,920
53,2476,171,38,490
75,3220,179,20,20
63,2984,181,38,490
98,4100,146,38,490
32,1800,154,22,290
34,1810,182,10,130
63,2857,178,73,950
47,2200,178,18,230
143,6353,185,67,890
106,4360,162,42,540
88,3850,168,19,250
34,1580,171,44,570
228,9810,173,87,1130
76,3760,183,16,210
246,10260,166,76,990
59,2430,180,50,650
54,2250,153,38,490
147,6694,177,74,960
175,7810,180,60,780
136,6072,177,38,490
138,6090,165,48,624
122,5500,182,90,1170
82,3492,160,25,330
145,6336,181,53,690
58,2780,174,13,170
53,2430,165,24,310
120,5130,180,35,460
240,10180,170,80,1020
153,6490,174,38,490
115,4760,179,36,470
34,1700,170,21,270
114,5120,176,71,920
121,5550,172,37,480
136,5700,175,70,910
130,5280,161,45,580
125,5330,175,20,260
128,5280,147,22,290
152,6867,175,54,700
116,5110,149,37,480
165,7330,185,56,730
200,8133,183,67,870
88,3680,145,15,200
142,6310,181,17,220
121,5328,181,32,350
123,5193,172,38,490
80,3210,155,33,430
47,2510,161,21,270
99,4150,165,25,330
84,4040,172,14,197
172,7180,178,33,440
88,3870,161,28,370
69,3350,180,68,884
134,6120,181,38,490
37,1730,168,4,50
68,3120,177,20,260
74,3370,171,26,340
68,2850,165,23,300
156,6789,186,80,560
91,4330,180,24,130
73,3000,157,40,740
157,6570,159,18,280
70,3100,167,38,490
68,2890,181,35,460
64,2813,182,34,440
228,10200,184,89,1160
223,9770,183,89,1160
94,3850,167,14,180
147,6280,180,20,260
45,2200,165,38,490
108,4171,154,21,280
129,5760,168,32,420
147,6358,180,73,920
226,10231,184,108,1400
261,11540,172,87,1219
159,6640,176,110,880
226,9470,147,43,560
260,11210,176,48,624
131,5945,183,64,830
85,3390,174,26,340
92,4055,170,14,180
62,2789,178,20,260
69,3110,169,56,730
142,6200,173,47,610
88,3580,179,48,620
68,2730,179,20,260
71,3270,160,13,170
86,3640,171,19,250
78,3610,160,17,220
79,3540,182,66,280
72,3160,181,11,140
125,5390,172,90,1170
144,6250,183,133,1730
125,5430,171,43,560
49,2380,166,6,80
98,4200,174,56,730
86,3720,183,38,490
65,3230,138,40,520
64,2970,171,57,740
105,4653,184,42,550
90,3640,172,39,500
72,3120,172,62,810
125,5160,147,28,370
76,3260,183,24,320
56,2560,154,8,100
56,2310,175,26,340
127,5650,182,20,260
144,6320,174,58,750
171,7632,178,60,780
36,2060,182,49,637
36,1450,183,61,793
189,7790,168,73,950
125,5340,173,13,170
88,3850,178,30,390
130,5668,175,85,1110
53,2510,177,4,50
87,3990,182,19,250
90,4320,160,25,330
92,4023,176,9,110
97,4030,178,29,380
102,4320,179,58,750
83,3700,180,11,140
100,4150,166,33,430
222,9423,161,70,910
133,6170,177,48,620
88,3870,159,53,690
68,2830,174,29,380
31,1740,174,8,100
33,4380,175,21,270
88,4020,187,36,470
90,4070,174,20,260
88,4186,180,58,750
92,4090,158,13,170
41,2290,177,15,200
110,4970,177,35,480
43,2220,176,38,490
151,6480,178,75,975
215,9818,184,96,1250
111,4980,177,92,1200
33,1615,169,8,100
129,5560,184,27,350
141,6270,174,33,390
178,7818,177,76,990
145,6570,180,84,1090
210,9160,173,91,1180
208,9029,179,57,740
53,2530,169,13,170
57,2680,176,24,310
34,1700,180,12,160
135,5970,170,77,869
61,2770,170,38,490
93,3900,162,30,390
77,3640,174,40,517
141,5760,180,61,793
103,4490,181,38,490
164,6930,180,91,1190
132,5300,165,19,250
63,3270,181,53,690
80,3350,176,6,80
58,2740,178,17,220
152,6490,182,26,340
138,5650,186,38,490
136,6020,175,56,730
103,4750,172,50,650
125,5315,168,26,340
107,4450,173,77,1000
143,6049,178,40,520
101,4240,180,30,390
97,4286,183,25,330
81,3290,175,38,490
68,2770,184,27,350
71,3210,162,14,180
109,4660,171,52,676
125,5169,175,49,640
82,3400,177,14,180
107,4140,165,15,200
259,11314,180,79,1030
67,2960,177,32,410
76,3250,172,5,70
98,4490,172,66,860
193,8421,184,79,640
80,3970,175,39,510
86,3740,175,26,340
111,5000,180,19,250
113,4800,175,33,430
73,3510,183,22,290
107,4381,164,24,310
154,6740,178,62,810
65,3007,174,8,100
149,6500,185,44,570
145,6140,168,51,660
121,5350,184,66,860
138,6110,175,71,920
153,6564,181,46,600
146,5886,162,82,1070
101,4370,164,43,560
83,3600,177,29,377
133,5680,176,55,715
113,5279,183,15,200
129,5170,164,31,410
90,3780,163,57,760
158,6490,126,38,490
66,3040,165,39,510
109,4540,166,7,90
151,6280,151,24,310
158,6460,175,27,350
147,6330,181,73,950
111,4840,183,80,1040
54,2770,162,17,220
144,6031,179,41,530
144,5980,178,134,1740
68,3320,177,19,247
63,2970,172,31,403
125,5730,179,94,1220
142,5970,188,111,490
128,5800,182,56,730
54,2564,174,17,210
42,1940,158,12,156
160,7123,187,100,490
36,1820,169,28,364
47,2270,165,34,442
52,2374,177,22,290
78,3170,186,88,490
69,3030,170,20,260
117,5020,179,20,260
55,2470,174,77,1001
72,2910,184,80,490
31,1600,123,17,220
100,4030,177,24,310
40,1830,175,19,240
39,1891,157,31,410
108,4750,171,51,660
257,11540,187,129,1680
39,1751,150,21,273
104,4570,178,22,290
69,2900,147,24,480
46,2200,174,90,490
161,6960,178,90,1170
126,5580,172,43,560
183,8150,183,40,520
174,7420,172,40,520
114,4943,178,15,200
270,11964,188,128,1659
95,4300,182,70,280
262,11360,171,134,1740
36,1740,148,14,180
128,5770,175,80,1040
173,7040,183,38,490
96,3988,174,31,400
117,4622,171,47,610
147,5820,178,38,490
36,1830,180,13,170
71,3230,173,72,930
55,2750,171,54,700
78,3510,166,38,490
90,4131,161,24,310
83,3720,167,55,340
81,3340,177,38,54
78,3600,178,82,1070
127,5670,180,60,780
146,6413,187,59,760
137,6022,176,74,960
95,4060,177,139,1807
88,3705,163,30,390
72,3070,181,55,710
157,6740,179,40,520
148,6440,183,39,510
124,5250,185,130,1690
221,9420,170,76,990
161,6850,179,39,510
37,1670,157,7,90
139,6130,182,80,1040
122,5270,168,71,920
112,5160,167,20,260
144,6180,181,65,840
95,4350,176,30,390
104,4450,158,19,250
116,5170,185,32,420
103,4770,176,17,220
90,3890,175,25,330
113,4990,183,21,270
119,5050,164,43,560
108,5125,168,72,940
114,4960,180,27,350
117,5280,174,64,830
148,6675,184,77,1000
102,4360,163,39,510
97,4270,188,37,490
157,6662,180,48,753
128,5350,179,24,320
128,5723,167,75,980
98,4260,185,64,830
50,2700,161,17,370
103,4740,174,18,230
230,10010,178,92,1200
244,10310,181,117,1650
137,6199,180,90,1170
105,4240,133,33,430
90,3891,175,54,680
141,6153,178,49,640
62,2720,172,38,490
83,3440,178,38,490
180,7900,178,109,1420
180,8118,186,103,1340
141,6222,185,111,1439
141,6210,182,80,1040
159,7140,181,98,1270
225,9991,182,90,1139
313,13670,186,126,1640
132,5000,171,31,400
132,5910,175,82,1050
92,3960,168,23,300
95,4080,164,27,350
73,3000,165,16,210
68,3370,162,17,220
85,3574,171,63,820
145,6371,185,90,1170
135,5510,185,28,360
81,3420,155,38,490
94,3990,179,17,220
98,4200,185,36,470
66,2980,175,11,140
56,2680,168,17,221
89,3682,174,12,150
140,5820,173,38,490
153,6370,175,26,340
269,11870,182,94,1220
75,3300,158,19,250
73,3270,176,18,230
82,3600,177,11,140
160,6725,168,83,1080
162,6957,159,58,730
261,10870,137,38,490
149,6440,178,21,270
55,2430,175,18,240
71,3156,169,38,490
108,4771,183,41,530
96,4200,154,15,200
72,3150,157,17,220
52,2370,172,30,390
50,2250,170,17,220
49,2160,151,15,200
186,8260,172,83,1080
200,8898,183,125,1630
66,2850,182,38,490
105,4520,178,67,870
35,1630,168,64,832
149,6462,181,108,1400
91,3910,174,47,610
122,5690,182,101,1310
77,3614,181,95,1240
244,10500,179,104,1350
145,6260,182,93,1210
86,3670,162,76,640
84,3300,182,41,530
180,7400,157,61,790
105,4572,178,81,1050
32,1590,179,38,490
156,6640,180,52,680
85,3520,183,31,410
81,3450,179,29,380
91,3970,174,89,1160
127,5140,187,119,980
125,5160,160,53,410
36,1780,166,37,480
47,2140,167,48,620
84,3550,177,71,920
78,3310,176,39,510
93,4060,160,41,530
170,7000,169,38,490
76,3670,171,41,530
154,7057,181,73,950
162,7180,181,101,1313
153,6410,172,79,1027
252,11070,183,38,490
232,10710,180,107,1391
37,1700,166,13,170
199,8657,188,157,2041
172,7630,175,110,1430
98,4294,189,56,730
124,5660,175,43,559
140,6576,181,61,790
85,3510,179,43,560
206,8667,186,57,740
121,5002,173,22,290
146,6920,183,139,1809
137,5890,184,49,640
61,2950,180,60,780
93,4123,177,38,499
91,3720,111,26,340
81,3800,178,75,510
145,6400,175,42,550
182,7900,187,93,1210
179,7400,169,75,980
38,1910,150,14,180
34,1650,177,22,290
159,6630,180,53,810
194,8702,187,85,1099
96,4010,175,13,170
140,6200,179,57,740
100,4500,165,51,660
78,3140,179,39,510
147,6376,179,38,490
102,4544,177,35,450
103,4420,179,85,1100
69,3050,175,72,930
233,10330,182,105,1370
221,9736,184,118,1530
149,6499,177,123,1600
77,3330,181,54,700
119,4870,181,63,820
134,5810,172,66,860
126,5397,164,34,450
97,3980,174,26,340
99,4270,161,37,480
90,3630,174,18,230
95,4110,173,59,770
227,9587,182,70,910
139,6309,186,108,1400
82,3696,179,31,400
59,2644,168,19,250
110,4710,154,59,770
115,4700,182,32,420
205,8660,186,77,1000
99,4060,165,37,480
99,4310,185,36,470
102,4430,169,22,290
116,4880,167,51,660
143,6120,178,81,1050
75,3633,183,22,290
66,3070,166,15,200
130,5655,178,58,750
53,2370,188,18,230
130,5456,181,73,950
157,7400,189,38,490
155,6910,175,54,702
138,5910,177,116,1508
137,5764,157,68,884
145,6140,184,30,390
111,5010,176,44,570
134,6130,181,38,490
107,4600,184,122,1590
92,4037,165,64,830
84,3580,172,57,750
43,2330,178,38,490
45,2324,151,17,220
201,9152,179,95,1240
189,8204,155,40,520
82,3380,172,73,470
58,2800,156,46,598
51,2228,185,5,70
81,3770,180,32,420
48,2260,168,8,100
56,2400,172,16,210
54,2450,158,25,320
72,2950,154,36,220
54,2520,170,43,560
54,2250,110,20,260
234,10095,180,129,1680
112,4660,164,30,390
55,2470,175,34,440
103,4350,169,55,720
31,1620,146,17,220
40,1800,160,20,260
33,1540,173,47,611
121,5110,179,15,200
175,7670,180,109,1420
43,2190,175,11,140
46,2080,166,8,100
37,1633,109,6,78
46,2040,181,27,350
96,3900,167,56,730
50,2100,175,28,370
64,2900,168,11,140
84,3760,176,31,400
40,1990,174,8,100
104,4300,177,16,210
78,3390,178,18,230
76,3220,178,38,490
56,2510,176,38,490
134,5990,179,64,830
36,1860,169,31,400
42,2170,177,47,600
126,5106,131,26,340
83,3980,163,36,470
156,6270,151,56,730
114,4820,176,47,610
214,9200,180,98,1280
174,6600,171,37,490
114,4840,182,45,590
118,5270,176,38,64
131,5700,174,65,850
145,6725,181,75,980
127,5310,165,46,620
143,6180,175,39,510
83,3790,179,41,530
159,6844,177,137,1780
141,5920,172,27,350
80,3224,74,26,340
113,5093,163,52,680
109,4880,170,33,430
113,5000,170,45,590
106,4690,163,39,490
151,6710,165,84,1090
242,10180,172,70,910
233,10270,184,95,1230
196,8800,175,98,1520
150,6740,184,98,1270
132,5134,159,38,29
84,3400,169,21,270
117,4950,182,98,1270
152,6490,189,54,725
99,4050,166,41,572
100,4210,189,34,517
122,5330,171,42,550
120,4950,183,88,1140
40,1746,160,3,40
166,7360,180,61,790
71,3320,160,22,286
71,3301,174,50,680
72,3060,176,54,702
215,9007,171,87,1130
139,5800,181,37,490
68,3140,181,65,850
47,2400,176,39,510
89,3440,148,21,270
132,5860,184,25,330
134,5922,172,172,310
162,6590,179,68,880
230,10031,179,125,1630
232,10036,179,100,1300
109,4684,180,61,790
224,9400,176,38,490
179,8250,182,96,1250
